iter	RMSE
177	0.1093906103
178	0.1091165693
179	0.1086718277
180	0.108333916
181	0.1080301739
182	0.107517963
183	0.107169349
184	0.1068864297
185	0.1064963228
186	0.1060767205
187	0.105650259
188	0.1052481082
189	0.1049083272
190	0.1045384068
191	0.1040940953
192	0.1036268257
193	0.1033405514
194	0.1029528946
195	0.1026050456
196	0.1022244748
197	0.1017726438
198	0.1014434836
199	0.1011291165
200	0.1008508715
201	0.1004856658
202	0.1000731563
203	0.0997635582
204	0.09942191439
205	0.09900470164
206	0.09862371018
207	0.09839353284
208	0.0980446575
209	0.09773727987
210	0.09740133983
211	0.09716445772
212	0.09678103275
213	0.09643886523
214	0.09606081374
215	0.09565091762
216	0.09530489562
217	0.09504345885
218	0.09471866157
219	0.09442507296
220	0.09417197816
221	0.09376346954
222	0.09358027587
223	0.09334545405
224	0.09309382235
225	0.09279187802
226	0.09246963151
227	0.09222518439
228	0.09187471913
229	0.09157105181
230	0.09123530143
231	0.09097622807
232	0.09073370321
233	0.09046130795
234	0.09015168176
235	0.08987350468
236	0.08950227371
237	0.08924239632
238	0.08887324392
239	0.08854704041
240	0.08839832226
241	0.08806235334
242	0.08774799584
243	0.08745814174
244	0.0872091555
245	0.08682514974
246	0.08669147421
247	0.08640319981
248	0.08614890687
249	0.08588597874
250	0.08563961041
251	0.08537623538
252	0.08505731566
253	0.08477252474
254	0.08441388674
255	0.08411492956
256	0.08383785389
257	0.08365531069
258	0.08353771185
259	0.08337363064
260	0.08312922495
261	0.08280982006
262	0.08264777204
263	0.08233852349
264	0.08208306463
265	0.08181672227
266	0.08149223424
267	0.08125399197
268	0.08111981257
269	0.08086006811
270	0.08069227872
271	0.08028846405
272	0.08008161647
273	0.07974898957
274	0.07950930207
275	0.07929139588
276	0.07898132021
277	0.0786656195
278	0.07842666338
279	0.07810546944
280	0.0778345743
281	0.07763194564
282	0.07727767892
283	0.07707114741
284	0.07685745113
285	0.07666681809
286	0.07630172328
287	0.07610913661
288	0.0758309775
289	0.07566839495
290	0.07540258237
291	0.07520861313
292	0.0749374173
293	0.07471773026
294	0.07451348712
295	0.07425284769
296	0.07399721753
297	0.07377309062
298	0.07350076257
299	0.07320503899
300	0.07289762865
301	0.07261681792
302	0.07248421815
303	0.07233480979
304	0.07217824828
305	0.07209372595
306	0.07193142883
307	0.07182950682
308	0.07161364244
309	0.0714008256
310	0.07121302407
311	0.0710631455
312	0.07092745788
313	0.07074713442
314	0.07056707582
315	0.07041102631
316	0.07027227881
317	0.07006015006
318	0.06992353025
319	0.06970424519
320	0.06952307856
321	0.06937154609
322	0.06915667291
323	0.06897420326
324	0.06875369866
325	0.06845274561
326	0.06817279251
327	0.06791732841
328	0.06773892912
329	0.06747931752
330	0.06717896889
331	0.066892793
332	0.0667549793
333	0.06653723958
334	0.066391981
335	0.06616538528
336	0.06590183207
337	0.0656340837
338	0.06546545741
339	0.06524085738
340	0.06502054686
341	0.06484516821
342	0.06468190467
343	0.06440302107
344	0.06416894217
345	0.06392243561
346	0.06364897996
347	0.06343312828
348	0.06327624339
349	0.06314050444
350	0.06296230709
351	0.0628310566
352	0.06266759262
353	0.06243563393
354	0.06222943914
355	0.06203901895
356	0.06189300803
357	0.06172662669
358	0.06155771784
359	0.06141827562
360	0.06116262212
361	0.06087343161
362	0.06064954997
363	0.06049507933
364	0.0603728027
365	0.06020855986
366	0.05998573435
367	0.05977135601
368	0.05959230518
369	0.05935635071
370	0.05922267186
371	0.05910612166
372	0.05883741854
373	0.05870477633
374	0.05858722733
375	0.05833358204
376	0.05818360191
377	0.05793782473
378	0.05780811816
379	0.05767826016
380	0.05744439482
381	0.05729786247
382	0.057081475
383	0.05695191924
384	0.05665772022
385	0.05647837348
386	0.05627465783
387	0.05610554848
388	0.05603066582
389	0.05584721035
390	0.05564282181
391	0.05549431176
392	0.05536124898
393	0.05509124604
394	0.05500679462
395	0.05486822922
396	0.05460925441
397	0.05440661528
398	0.05417293765
399	0.05405906749
400	0.05385735142
401	0.05369172578
402	0.05358337615
403	0.05336000553
404	0.05319299155
405	0.05309193715
406	0.0529230487
407	0.05271679041
408	0.05254065109
409	0.05234553723
410	0.05220547912
411	0.05209851889
412	0.05186946092
413	0.05167453526
414	0.05141280772
415	0.05115823196
416	0.05092125563
417	0.05069672173
418	0.05059628411
419	0.05033681098
420	0.05017091871
421	0.04989684212
422	0.04971318627
423	0.04952876522
424	0.04929654841
425	0.04904882719
426	0.04883965875
427	0.04870031824
428	0.04853899325
429	0.0483330244
430	0.04807050602
431	0.04788172447
432	0.04774769599
433	0.04756645794
434	0.04740586579
435	0.04719718196
436	0.04702498956
437	0.04685097945
438	0.04659254954
439	0.04649649449
440	0.04623301031
441	0.04597947817
442	0.04574371799
443	0.04555614498
444	0.04542366111
445	0.04523073428
446	0.04514662771
447	0.04495693323
448	0.044726176
449	0.0445628792
450	0.04440597486
451	0.04423892695
452	0.0440714763
453	0.04390096533
454	0.04367992751
455	0.04350689835
456	0.0432867939
457	0.04308377764
458	0.04289922296
459	0.04269435047
460	0.04259600793
461	0.04239466851
462	0.04224716439
463	0.04211838097
464	0.04190787286
465	0.04181148373
466	0.04161552917
467	0.04140208008
468	0.04129174703
469	0.04118297587
470	0.0410025408
471	0.04092541806
472	0.04072568528
473	0.04062544337
474	0.04043637883
475	0.04021912871
476	0.04001596711
477	0.03982252659
478	0.03960692309
479	0.03946547373
480	0.03937464066
481	0.03918147259
482	0.03901068425
483	0.03883665196
484	0.03864301838
485	0.03852824779
486	0.03846252019
487	0.03826924463
488	0.03820921426
489	0.03809464444
490	0.03788599531
491	0.03769288229
492	0.0375025115
493	0.03730427469
494	0.03712340739
495	0.03694708127
496	0.0368369219
497	0.03677147608
498	0.03660006118
499	0.03639865016
500	0.03621906203
501	0.03604358368
502	0.03586175839
503	0.03570894818
504	0.0355363774
505	0.03536661382
506	0.03527805574
507	0.03511514555
508	0.03498081109
509	0.03481288196
510	0.03467467463
511	0.03451014049
512	0.03433883836
513	0.03416976497
514	0.03398726474
515	0.03382675679
516	0.03375666633
517	0.03358643658
518	0.03347890051
519	0.03333848662
520	0.03328167008
521	0.03311048975
522	0.03294020053
523	0.03285695839
524	0.03269815491
525	0.03255200695
526	0.03239108345
527	0.03222994378
528	0.03210675503
529	0.03197105749
530	0.03179226232
531	0.03161577771
532	0.03144616045
533	0.03134438836
534	0.03121365844
535	0.03111198775
536	0.03096784899
537	0.0308807376
538	0.03082981331
539	0.03067056577
540	0.03049889643
541	0.03042823828
542	0.03030994795
543	0.03017687196
544	0.03005188785
545	0.02990076254
546	0.02973854951
547	0.02962838471
548	0.02947719834
549	0.02935054484
550	0.02926074995
551	0.02919314801
552	0.02907701852
553	0.02892214554
554	0.02877892188
555	0.02863570929
556	0.02848800382
557	0.02836121743
558	0.0282175996
559	0.02808208824
560	0.02794272922
561	0.02789838633
562	0.02778707616
563	0.02767537311
564	0.02757026841
565	0.02743205625
566	0.02726354973
567	0.0271556095
568	0.02701989537
569	0.02688368089
570	0.02677925128
571	0.02665492951
572	0.02652432292
573	0.02641414449
574	0.02631315867
575	0.02625751911
576	0.02615322816
577	0.02602240322
578	0.02588694428
579	0.0258144856
580	0.02568896647
581	0.02560286257
582	0.02550040823
583	0.02537821934
584	0.02524886939
585	0.02516978307
586	0.0250767688
587	0.02500289403
588	0.02490433343
589	0.02481656366
590	0.02474705823
591	0.02463865792
592	0.02452379319
593	0.02443980559
594	0.0243690652
595	0.02424888618
596	0.02413554742
597	0.02402460554
598	0.02390168527
599	0.02383244022
600	0.02373662796
601	0.02366322412
602	0.02356226136
603	0.02344698963
604	0.02338838347
605	0.0233011469
606	0.0231965195
607	0.02313439958
608	0.02303288571
609	0.02299846655
610	0.02296212547
611	0.02287783352
612	0.02278232466
613	0.02269568823
614	0.02259923772
615	0.02251001531
616	0.02239468688
617	0.02228189574
618	0.0222038562
619	0.02211780766
620	0.02205222461
621	0.02198818638
622	0.02188249839
623	0.02184724475
624	0.0217974267
625	0.02172789992
626	0.02165010032
627	0.02157953017
628	0.02149103519
629	0.02143901638
630	0.0213925053
631	0.0212943962
632	0.02119592902
633	0.02110857128
634	0.02105148145
635	0.02094199723
636	0.02083103373
637	0.02072707242
638	0.02068433793
639	0.02062383266
640	0.02052924908
641	0.02046876619
642	0.02038932247
643	0.02036130307
644	0.02031690595
645	0.02025862081
646	0.02016146853
647	0.02012929509
648	0.02006095318
649	0.01995381125
650	0.01985118586
651	0.01983290776
652	0.01973035156
653	0.01963883661
654	0.01953147174
655	0.01949542921
656	0.01938685549
657	0.0193031621
658	0.01925003302
659	0.01920461967
660	0.01915313362
661	0.01906901058
662	0.01899968649
663	0.01893781353
664	0.01884721622
665	0.01878174813
666	0.01876420998
667	0.01865799372
668	0.0185698615
669	0.01845921097
670	0.01840551864
671	0.01831637664
672	0.01822085658
673	0.01820443525
674	0.01811358874
675	0.01807778242
676	0.01805170782
677	0.01795031295
678	0.01788272464
679	0.01780370224
680	0.01776564862
681	0.01769063868
682	0.01766813499
683	0.01757134815
684	0.0174751926
685	0.01738053759
686	0.01730755479
687	0.01723419112
688	0.01720854958
689	0.01713637113
690	0.01705221308
691	0.01702731216
692	0.0169756489
693	0.01689454172
694	0.01681940054
695	0.01673969799
696	0.01666621881
697	0.01659449987
698	0.01655915091
699	0.01650349839
700	0.01645792269
701	0.01639508336
702	0.01634379885
703	0.01625682741
704	0.01617349065
705	0.01609572314
706	0.01602196464
707	0.01598955787
708	0.01593978601
709	0.01589581448
710	0.01586555469
711	0.01578713484
712	0.01571273213
713	0.01564370395
714	0.01557077355
715	0.01552797963
716	0.01544322232
717	0.0154294264
718	0.01536247069
719	0.01531431499
720	0.01524423567
721	0.01519035187
722	0.01514221536
723	0.01509821532
724	0.01502408201
725	0.01496007124
726	0.01488211116
727	0.01480682194
728	0.01475147306
729	0.01470495338
730	0.01463439084
731	0.01457356086
732	0.01450673619
733	0.01443538124
734	0.01437857036
735	0.01433494751
736	0.0142731297
737	0.01424461916
738	0.01417669558
739	0.01413776269
740	0.01410174689
741	0.01407591144
742	0.01405645823
743	0.01400175658
744	0.01394321388
745	0.01386578855
746	0.01383443149
747	0.01376751126
748	0.01371611256
749	0.01366614811
750	0.01361846784
751	0.01358811195
752	0.0135503842
753	0.01348976593
754	0.01341712147
755	0.01337008223
756	0.01334429301
757	0.01329568723
758	0.01326819201
759	0.0131983734
760	0.01314555216
761	0.01311891349
762	0.01307098406
763	0.01301367265
764	0.01300086096
765	0.01293374374
766	0.01288126686
767	0.0128230651
768	0.01275639836
769	0.01272869737
770	0.01266611715
771	0.01260416226
772	0.01254416016
773	0.01250703098
774	0.01245135217
775	0.01239312143
776	0.01236205927
777	0.01229794058
778	0.01224013675
779	0.01222191854
780	0.01219254506
781	0.012155897
782	0.01209341982
783	0.01203098991
784	0.01197782374
785	0.01191457123
786	0.01186408868
787	0.01182942398
788	0.01180827508
789	0.01176979866
790	0.01171258555
791	0.01164916568
792	0.01159611403
793	0.01157481401
794	0.01151807142
795	0.01145830648
796	0.01141086788
797	0.01138806759
798	0.01132907557
799	0.01129845673
800	0.01124549212
801	0.01121884236
802	0.0111601066
803	0.01113634112
804	0.01109717436
805	0.01104354804
806	0.01100444062
807	0.01094512753
808	0.01092013939
809	0.01088269055
810	0.010862665
811	0.01081805593
812	0.01076897881
813	0.01073434001
814	0.01068331614
815	0.01064572742
816	0.0106099706
817	0.01057188126
818	0.010527245
819	0.01047266203
820	0.01042569913
821	0.01038748843
822	0.01034913896
823	0.01033041663
824	0.01028994896
825	0.01024606698
826	0.01020248069
827	0.01018630228
828	0.01013397546
829	0.01011926503
830	0.01006409896
831	0.01001726517
832	0.009967135254
833	0.009911672644
834	0.009875893474
835	0.009846927305
836	0.00981210693
837	0.009783362493
838	0.009747104857
839	0.009712496186
840	0.009679579803
841	0.009648902701
842	0.009625479361
843	0.009571940665
844	0.009557082761
845	0.00951182186
846	0.009499668095
847	0.009462070277
848	0.009422431454
849	0.0093948227
850	0.009348043616
851	0.009309703735
852	0.009273759494
853	0.009244093108
854	0.009199966389
855	0.009178614565
856	0.00914069834
857	0.009100852118
858	0.009083363299
859	0.009057299866
860	0.009021555191
861	0.008990507007
862	0.008961563222
863	0.008918063635
864	0.00887547726
865	0.008832261454
866	0.008786678562
867	0.008742987949
868	0.008701099836
869	0.008679431559
870	0.008629926696
871	0.008580002514
872	0.008551504882
873	0.008528200436
874	0.008484114381
875	0.008440688602
876	0.008414670821
877	0.008379405232
878	0.00834159742
879	0.008328172892
880	0.008286076666
881	0.008266109529
882	0.008221837587
883	0.008200831655
884	0.008158733576
885	0.008132435983
886	0.008094548328
887	0.008056588125
888	0.008019499118
889	0.007974819391
890	0.007940274534
891	0.007906553637
892	0.007867615838
893	0.007842733673
894	0.007802660387
895	0.00777588979
896	0.007748888952
897	0.007731065061
898	0.007691818494
899	0.007653984425
900	0.007626899853
901	0.007602237349
902	0.007568428413
903	0.007530077296
904	0.007515308501
905	0.007477270184
906	0.007437597888
907	0.007423974497
908	0.007384351501
909	0.007347322708
910	0.007323748434
911	0.007308356432
912	0.007274095054
913	0.007240351171
914	0.007211563736
915	0.007184295741
916	0.007147692067
917	0.007115026523
918	0.007080109584
919	0.007053130544
920	0.007039764822
921	0.007008742954
922	0.006974125151
923	0.006954705313
924	0.006928344549
925	0.006900542021
926	0.006885014717
927	0.006873815968
928	0.006841636822
929	0.006808816913
930	0.006797402542
931	0.006784714344
932	0.006752679385
933	0.006741289979
934	0.006721856318
935	0.006687700648
936	0.00665680075
937	0.006635880492
938	0.006612749051
939	0.006599318197
940	0.006582881505
941	0.006561489211
942	0.006530650468
943	0.006495156624
944	0.006464663359
945	0.006438546614
946	0.006407338127
947	0.006386800256
948	0.006370657231
949	0.006358336179
950	0.006327518688
951	0.006306853001
952	0.006287440551
953	0.006276948052
954	0.006249971024
955	0.006228292907
956	0.006214614824
957	0.00618543826
958	0.006173866146
959	0.006142913851
960	0.006124903491
961	0.006091680658
962	0.006073996973
963	0.006050148051
964	0.006021367846
965	0.005992135655
966	0.005963559748
967	0.00594939384
968	0.005928711671
969	0.005902437148
970	0.005874381508
971	0.005859661688
972	0.005840615697
973	0.005813358573
974	0.005785458078
975	0.005772113457
976	0.005742072128
977	0.005716725353
978	0.005686634427
979	0.005657114261
980	0.00563755817
981	0.00561011565
982	0.005601663195
983	0.005580088729
984	0.005571592335
985	0.005539187492
986	0.005514038671
987	0.005486117995
988	0.005461351892
989	0.00543751762
990	0.005422950881
991	0.005412317191
992	0.005385164493
993	0.005363549792
994	0.005351834725
995	0.005326006054
996	0.005306500419
997	0.005287569267
998	0.005272217855
999	0.005246093166
1000	0.005231714983
1001	0.005215339727
1002	0.00519421807
1003	0.005181553834
1004	0.005159432308
1005	0.005134457059
1006	0.005109244635
1007	0.005085209983
1008	0.005061279309
1009	0.005035239503
1010	0.005013207267
1011	0.004988666319
1012	0.004962257477
1013	0.004939553462
1014	0.004910920871
1015	0.004884797707
1016	0.004866358424
1017	0.004843193702
1018	0.004828217677
1019	0.004809638115
1020	0.004787646564
1021	0.00476384609
1022	0.004739627699
1023	0.00471562778
1024	0.004694989395
1025	0.004681049787
1026	0.004660464333
1027	0.004638643881
1028	0.004616321554
1029	0.00460413779
1030	0.004586690266
1031	0.004577219688
1032	0.004554270719
1033	0.004541241981
1034	0.004523646767
1035	0.004512034672
1036	0.004489945904
1037	0.004469967633
1038	0.004456992605
1039	0.004443905115
1040	0.004425746174
1041	0.004415103143
1042	0.004396897979
1043	0.004384259072
1044	0.004362972321
1045	0.004355826489
1046	0.004338909773
1047	0.004317313701
1048	0.00429585223
1049	0.004276502653
1050	0.004265832744
1051	0.004251541706
1052	0.004229514759
1053	0.00421276905
1054	0.004186516298
1055	0.004170645543
1056	0.004158118445
1057	0.004136254847
1058	0.004129957878
1059	0.004110343735
1060	0.004099723548
1061	0.004078909046
1062	0.004065310634
1063	0.004045376896
1064	0.004029094401
1065	0.004009199302
1066	0.003992424741
1067	0.003976671279
1068	0.00395772503
1069	0.003948681593
1070	0.003932768402
1071	0.003920859221
1072	0.00390405216
1073	0.003884481438
1074	0.003872014349
1075	0.003862512936
1076	0.003853973096
1077	0.003835148178
1078	0.003824547187
1079	0.003806364801
1080	0.003787853674
1081	0.003769923623
1082	0.00375276568
1083	0.003733484443
1084	0.00371534958
1085	0.003699297539
1086	0.003680216276
1087	0.003660064991
1088	0.003648230913
1089	0.003635911582
1090	0.003622322207
1091	0.00360935781
1092	0.003600711683
1093	0.003581865622
1094	0.003569203486
1095	0.00356140774
1096	0.003540765977
1097	0.003529035743
1098	0.003512878282
1099	0.003498083349
1100	0.003483056443
1101	0.003467050735
1102	0.003450134008
1103	0.003433584946
1104	0.00342016845
1105	0.003408794257
1106	0.003403320753
1107	0.003392239312
1108	0.003378936612
1109	0.003370768216
1110	0.003360699524
1111	0.003349155035
1112	0.003344375975
1113	0.003336152016
1114	0.003320777242
1115	0.003314003493
1116	0.003295839822
1117	0.003282645203
1118	0.003268031477
1119	0.003252096845
1120	0.003239454349
1121	0.003224061776
1122	0.003206405581
1123	0.003193702886
1124	0.003176286603
1125	0.003171749324
1126	0.003156763859
1127	0.003141608971
1128	0.003129088013
1129	0.003113231099
1130	0.003099706021
1131	0.003089329566
1132	0.003075986107
1133	0.003061502757
1134	0.003047558611
1135	0.003033114599
1136	0.003020707117
1137	0.003004737069
1138	0.002991042272
1139	0.002985247394
1140	0.002973322946
1141	0.002960405551
1142	0.002947385917
1143	0.002932758493
1144	0.002923442984
1145	0.002913493736
1146	0.002901221531
1147	0.002890604473
1148	0.00287737016
1149	0.002865649066
1150	0.002853242566
1151	0.002842050905
1152	0.002828183501
1153	0.002817657971
1154	0.002805677393
1155	0.002801238243
1156	0.002786574319
1157	0.002775193745
1158	0.002760740978
1159	0.002750165274
1160	0.002737414031
1161	0.00272281273
1162	0.002709596266
1163	0.002695953495
1164	0.002685953155
1165	0.002672051888
1166	0.002662290449
1167	0.002656661863
1168	0.002643447137
1169	0.002636937186
1170	0.002624631286
1171	0.002619661452
1172	0.002610795712
1173	0.002598756191
1174	0.002586253177
1175	0.002580713676
1176	0.002569559563
1177	0.002564929267
1178	0.002552682124
1179	0.002540763718
1180	0.002529233243
1181	0.002520623832
1182	0.002508041548
1183	0.002497110244
1184	0.002486127763
1185	0.002477196298
1186	0.002463930138
1187	0.002451837383
1188	0.002446579198
1189	0.002435720028
1190	0.002425632836
1191	0.002416425128
1192	0.002405336249
1193	0.002399909588
1194	0.00239261556
1195	0.002385748176
1196	0.002375574922
1197	0.00236432048
1198	0.002352913972
1199	0.002344767305
